uid,retailer,name,path,level,items,n_leaves,is_leaf,coreness
Wayfair::Contractor > Hardware & Doors > Bathroom Hardware,Wayfair,Bathroom Hardware,Contractor > Hardware & Doors > Bathroom Hardware,3,,1,True,
Wayfair::Contractor > Hardware & Doors > Doors & Door Hardware,Wayfair,Doors & Door Hardware,Contractor > Hardware & Doors > Doors & Door Hardware,3,,1,True,
Wayfair::Contractor > Hardware & Doors > Window Treatments,Wayfair,Window Treatments,Contractor > Hardware & Doors > Window Treatments,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures,Wayfair,Plumbing & Fixtures,Contractor > Plumbing & Fixtures,2,,10,False,
Wayfair::Contractor > Plumbing & Fixtures > Bathroom Vanities,Wayfair,Bathroom Vanities,Contractor > Plumbing & Fixtures > Bathroom Vanities,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Toilets & Bidets,Wayfair,Toilets & Bidets,Contractor > Plumbing & Fixtures > Toilets & Bidets,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Showers & Bathtubs,Wayfair,Showers & Bathtubs,Contractor > Plumbing & Fixtures > Showers & Bathtubs,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Kitchen Sinks & Faucets,Wayfair,Kitchen Sinks & Faucets,Contractor > Plumbing & Fixtures > Kitchen Sinks & Faucets,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Bathroom Sinks & Faucet Components,Wayfair,Bathroom Sinks & Faucet Components,Contractor > Plumbing & Fixtures > Bathroom Sinks & Faucet Components,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Core Plumbing,Wayfair,Core Plumbing,Contractor > Plumbing & Fixtures > Core Plumbing,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Restroom Hardware & Accessories,Wayfair,Restroom Hardware & Accessories,Contractor > Plumbing & Fixtures > Restroom Hardware & Accessories,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Drinking Fountains,Wayfair,Drinking Fountains,Contractor > Plumbing & Fixtures > Drinking Fountains,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Utility Sinks,Wayfair,Utility Sinks,Contractor > Plumbing & Fixtures > Utility Sinks,3,,1,True,
Wayfair::Contractor > Plumbing & Fixtures > Changing Stations,Wayfair,Changing Stations,Contractor > Plumbing & Fixtures > Changing Stations,3,,1,True,
Wayfair::Accommodations,Wayfair,Accommodations,Accommodations,1,,8,False,
Wayfair::Accommodations > Hospitality Furniture,Wayfair,Hospitality Furniture,Accommodations > Hospitality Furniture,2,,8,False,
Wayfair::Accommodations > Hospitality Furniture > Beds & Headboards,Wayfair,Beds & Headboards,Accommodations > Hospitality Furniture > Beds & Headboards,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Hospitality Seating,Wayfair,Hospitality Seating,Accommodations > Hospitality Furniture > Hospitality Seating,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Hospitality Cabinets & Storage,Wayfair,Hospitality Cabinets & Storage,Accommodations > Hospitality Furniture > Hospitality Cabinets & Storage,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Hospitality Tables & Desks,Wayfair,Hospitality Tables & Desks,Accommodations > Hospitality Furniture > Hospitality Tables & Desks,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Furniture Sets,Wayfair,Furniture Sets,Accommodations > Hospitality Furniture > Furniture Sets,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Mattresses & Foundations,Wayfair,Mattresses & Foundations,Accommodations > Hospitality Furniture > Mattresses & Foundations,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Toddler & Kids Bedroom Furniture,Wayfair,Toddler & Kids Bedroom Furniture,Accommodations > Hospitality Furniture > Toddler & Kids Bedroom Furniture,3,,1,True,
Wayfair::Accommodations > Hospitality Furniture > Outdoor & Patio Furniture,Wayfair,Outdoor & Patio Furniture,Accommodations > Hospitality Furniture > Outdoor & Patio Furniture,3,,1,True,
Wayfair::Decor & Rugs (Pro),Wayfair,Decor & Rugs (Pro),Decor & Rugs (Pro),1,,5,False,
Wayfair::Decor & Rugs (Pro) > Business Décor,Wayfair,Business Décor,Decor & Rugs (Pro) > Business Décor,2,,5,False,
Wayfair::Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,Wayfair,Wall & Display Shelves,Decor & Rugs (Pro) > Business Décor > Wall & Display Shelves,3,,1,True,
Wayfair::Decor & Rugs (Pro) > Business Décor > Wall Accents,Wayfair,Wall Accents,Decor & Rugs (Pro) > Business Décor > Wall Accents,3,,1,True,
Wayfair::Decor & Rugs (Pro) > Business Décor > Magazine Racks,Wayfair,Magazine Racks,Decor & Rugs (Pro) > Business Décor > Magazine Racks,3,,1,True,
Wayfair::Decor & Rugs (Pro) > Business Décor > Indoor Fountains,Wayfair,Indoor Fountains,Decor & Rugs (Pro) > Business Décor > Indoor Fountains,3,,1,True,
Wayfair::Decor & Rugs (Pro) > Business Décor > Coat Racks & Umbrella Stands,Wayfair,Coat Racks & Umbrella Stands,Decor & Rugs (Pro) > Business Décor > Coat Racks & Umbrella Stands,3,,1,True,
Wayfair::Shop Office Spaces,Wayfair,Shop Office Spaces,Shop Office Spaces,1,,31,False,
Wayfair::Shop Office Spaces > Breakroom Table & Chair Sets,Wayfair,Breakroom Table & Chair Sets,Shop Office Spaces > Breakroom Table & Chair Sets,2,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces,Wayfair,Breakrooms & Employee Spaces,Shop Office Spaces > Breakrooms & Employee Spaces,2,,8,False,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Tables,Wayfair,Breakroom Tables,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Tables,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Seating,Wayfair,Breakroom Seating,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Seating,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Kitchen & Appliances,Wayfair,Breakroom Kitchen & Appliances,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Kitchen & Appliances,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Storage & Organization,Wayfair,Breakroom Storage & Organization,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Storage & Organization,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Cabinets,Wayfair,Breakroom Cabinets,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Cabinets,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Wellness Space Furniture,Wayfair,Wellness Space Furniture,Shop Office Spaces > Breakrooms & Employee Spaces > Wellness Space Furniture,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Table & Chair Sets,Wayfair,Breakroom Table & Chair Sets,Shop Office Spaces > Breakrooms & Employee Spaces > Breakroom Table & Chair Sets,3,,1,True,
Wayfair::Shop Office Spaces > Breakrooms & Employee Spaces > Game Tables & Game Room Furniture,Wayfair,Game Tables & Game Room Furniture,Shop Office Spaces > Breakrooms & Employee Spaces > Game Tables & Game Room Furniture,3,,1,True,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces,Wayfair,Meeting & Collaborative Spaces,Shop Office Spaces > Meeting & Collaborative Spaces,2,,5,False,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Tables,Wayfair,Meeting Space Tables,Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Tables,3,,1,True,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Seating,Wayfair,Meeting Space Seating,Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Seating,3,,1,True,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Storage,Wayfair,Meeting Space Storage,Shop Office Spaces > Meeting & Collaborative Spaces > Meeting Space Storage,3,,1,True,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces > Reception Seating,Wayfair,Reception Seating,Shop Office Spaces > Meeting & Collaborative Spaces > Reception Seating,3,,1,True,
Wayfair::Shop Office Spaces > Meeting & Collaborative Spaces > Classroom & Training Furniture,Wayfair,Classroom & Training Furniture,Shop Office Spaces > Meeting & Collaborative Spaces > Classroom & Training Furniture,3,,1,True,
Wayfair::Shop Office Spaces > Office Furniture Sets,Wayfair,Office Furniture Sets,Shop Office Spaces > Office Furniture Sets,2,,1,True,
Wayfair::Shop Office Spaces > Open Floor Workspaces,Wayfair,Open Floor Workspaces,Shop Office Spaces > Open Floor Workspaces,2,,3,False,
Wayfair::Shop Office Spaces > Open Floor Workspaces > Open Floor Workspace Desks & Chairs,Wayfair,Open Floor Workspace Desks & Chairs,Shop Office Spaces > Open Floor Workspaces > Open Floor Workspace Desks & Chairs,3,,1,True,
Wayfair::Shop Office Spaces > Open Floor Workspaces > Open Floor Workspace Storage,Wayfair,Open Floor Workspace Storage,Shop Office Spaces > Open Floor Workspaces > Open Floor Workspace Storage,3,,1,True,
Wayfair::Shop Office Spaces > Open Floor Workspaces > Office Partitions & Dividers,Wayfair,Office Partitions & Dividers,Shop Office Spaces > Open Floor Workspaces > Office Partitions & Dividers,3,,1,True,
Wayfair::Shop Office Spaces > Outdoor Office Furniture,Wayfair,Outdoor Office Furniture,Shop Office Spaces > Outdoor Office Furniture,2,,4,False,
Wayfair::Shop Office Spaces > Outdoor Office Furniture > Commercial Outdoor & Patio Furniture,Wayfair,Commercial Outdoor & Patio Furniture,Shop Office Spaces > Outdoor Office Furniture > Commercial Outdoor & Patio Furniture,3,,1,True,
Wayfair::Shop Office Spaces > Outdoor Office Furniture > Commercial Exterior Lighting,Wayfair,Commercial Exterior Lighting,Shop Office Spaces > Outdoor Office Furniture > Commercial Exterior Lighting,3,,1,True,
Wayfair::Shop Office Spaces > Outdoor Office Furniture > Outdoor Shades,Wayfair,Outdoor Shades,Shop Office Spaces > Outdoor Office Furniture > Outdoor Shades,3,,1,True,
Wayfair::Shop Office Spaces > Outdoor Office Furniture > Outdoor Décor,Wayfair,Outdoor Décor,Shop Office Spaces > Outdoor Office Furniture > Outdoor Décor,3,,1,True,
Wayfair::Shop Office Spaces > Private Office,Wayfair,Private Office,Shop Office Spaces > Private Office,2,,4,False,
Wayfair::Shop Office Spaces > Private Office > Office Chairs,Wayfair,Office Chairs,Shop Office Spaces > Private Office > Office Chairs,3,,1,True,
Wayfair::Shop Office Spaces > Private Office > Desks,Wayfair,Desks,Shop Office Spaces > Private Office > Desks,3,,1,True,
Wayfair::Shop Office Spaces > Private Office > Filing Cabinets,Wayfair,Filing Cabinets,Shop Office Spaces > Private Office > Filing Cabinets,3,,1,True,
Wayfair::Shop Office Spaces > Private Office > Office Furniture Sets,Wayfair,Office Furniture Sets,Shop Office Spaces > Private Office > Office Furniture Sets,3,,1,True,
Wayfair::Shop Office Spaces > Reception Area,Wayfair,Reception Area,Shop Office Spaces > Reception Area,2,,4,False,
Wayfair::Shop Office Spaces > Reception Area > Reception Seating,Wayfair,Reception Seating,Shop Office Spaces > Reception Area > Reception Seating,3,,1,True,
Wayfair::Shop Office Spaces > Reception Area > Reception Desks & Tables,Wayfair,Reception Desks & Tables,Shop Office Spaces > Reception Area > Reception Desks & Tables,3,,1,True,
Wayfair::Shop Office Spaces > Reception Area > Reception Sets,Wayfair,Reception Sets,Shop Office Spaces > Reception Area > Reception Sets,3,,1,True,
Wayfair::Shop Office Spaces > Reception Area > Area Rugs,Wayfair,Area Rugs,Shop Office Spaces > Reception Area > Area Rugs,3,,1,True,
Wayfair::Shop Office Spaces > Reception Sets,Wayfair,Reception Sets,Shop Office Spaces > Reception Sets,2,,1,True,
Wayfair::Shop Restaurant Spaces,Wayfair,Shop Restaurant Spaces,Shop Restaurant Spaces,1,,34,False,
Wayfair::Shop Restaurant Spaces > Banquet,Wayfair,Banquet,Shop Restaurant Spaces > Banquet,2,,4,False,
Wayfair::Shop Restaurant Spaces > Banquet > Banquet Furniture,Wayfair,Banquet Furniture,Shop Restaurant Spaces > Banquet > Banquet Furniture,3,,1,True,
Wayfair::Shop Restaurant Spaces > Banquet > Electronic Mounts & Stands,Wayfair,Electronic Mounts & Stands,Shop Restaurant Spaces > Banquet > Electronic Mounts & Stands,3,,1,True,
Wayfair::Shop Restaurant Spaces > Banquet > Projection & Screens,Wayfair,Projection & Screens,Shop Restaurant Spaces > Banquet > Projection & Screens,3,,1,True,
Wayfair::Shop Restaurant Spaces > Banquet > AV & Tech Accessories,Wayfair,AV & Tech Accessories,Shop Restaurant Spaces > Banquet > AV & Tech Accessories,3,,1,True,
Wayfair::Shop Restaurant Spaces > Bar,Wayfair,Bar,Shop Restaurant Spaces > Bar,2,,4,False,
Wayfair::Shop Restaurant Spaces > Bar > Bar Stools & Counter Stools,Wayfair,Bar Stools & Counter Stools,Shop Restaurant Spaces > Bar > Bar Stools & Counter Stools,3,,1,True,
Wayfair::Shop Restaurant Spaces > Bar > High Top Restaurant Tables,Wayfair,High Top Restaurant Tables,Shop Restaurant Spaces > Bar > High Top Restaurant Tables,3,,1,True,
Wayfair::Shop Restaurant Spaces > Bar > Bar Storage & Refrigeration,Wayfair,Bar Storage & Refrigeration,Shop Restaurant Spaces > Bar > Bar Storage & Refrigeration,3,,1,True,
Wayfair::Shop Restaurant Spaces > Bar > Barware,Wayfair,Barware,Shop Restaurant Spaces > Bar > Barware,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen,Wayfair,Commercial Kitchen,Shop Restaurant Spaces > Commercial Kitchen,2,,12,False,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Restaurant Fryers,Wayfair,Restaurant Fryers,Shop Restaurant Spaces > Commercial Kitchen > Restaurant Fryers,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Grills & Outdoor Cooking Equipment,Wayfair,Grills & Outdoor Cooking Equipment,Shop Restaurant Spaces > Commercial Kitchen > Grills & Outdoor Cooking Equipment,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Toasters & Countertop Ovens,Wayfair,Toasters & Countertop Ovens,Shop Restaurant Spaces > Commercial Kitchen > Toasters & Countertop Ovens,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Pressure & Slow Cookers,Wayfair,Pressure & Slow Cookers,Shop Restaurant Spaces > Commercial Kitchen > Pressure & Slow Cookers,3,,1,True,
"Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Electric Presses, Grills & Griddles",Wayfair,"Electric Presses, Grills & Griddles","Shop Restaurant Spaces > Commercial Kitchen > Electric Presses, Grills & Griddles",3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Microwaves,Wayfair,Microwaves,Shop Restaurant Spaces > Commercial Kitchen > Microwaves,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Specialty Kitchen Appliances,Wayfair,Specialty Kitchen Appliances,Shop Restaurant Spaces > Commercial Kitchen > Specialty Kitchen Appliances,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Commercial Refrigeration,Wayfair,Commercial Refrigeration,Shop Restaurant Spaces > Commercial Kitchen > Commercial Refrigeration,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Beverage Equipment,Wayfair,Beverage Equipment,Shop Restaurant Spaces > Commercial Kitchen > Beverage Equipment,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Food Preparation Tools,Wayfair,Food Preparation Tools,Shop Restaurant Spaces > Commercial Kitchen > Food Preparation Tools,3,,1,True,
Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Food Storage Supplies,Wayfair,Food Storage Supplies,Shop Restaurant Spaces > Commercial Kitchen > Food Storage Supplies,3,,1,True,
"Wayfair::Shop Restaurant Spaces > Commercial Kitchen > Commercial Tables, Shelving & Sinks",Wayfair,"Commercial Tables, Shelving & Sinks","Shop Restaurant Spaces > Commercial Kitchen > Commercial Tables, Shelving & Sinks",3,,1,True,
Wayfair::Shop Restaurant Spaces > Dining Room,Wayfair,Dining Room,Shop Restaurant Spaces > Dining Room,2,,5,False,
Wayfair::Shop Restaurant Spaces > Dining Room > Restaurant Dining & Bar Furniture,Wayfair,Restaurant Dining & Bar Furniture,Shop Restaurant Spaces > Dining Room > Restaurant Dining & Bar Furniture,3,,1,True,
Wayfair::Shop Restaurant Spaces > Dining Room > Table Accents,Wayfair,Table Accents,Shop Restaurant Spaces > Dining Room > Table Accents,3,,1,True,
Wayfair::Shop Restaurant Spaces > Dining Room > Dinnerware,Wayfair,Dinnerware,Shop Restaurant Spaces > Dining Room > Dinnerware,3,,1,True,
Wayfair::Shop Restaurant Spaces > Dining Room > Drinkware,Wayfair,Drinkware,Shop Restaurant Spaces > Dining Room > Drinkware,3,,1,True,
Wayfair::Shop Restaurant Spaces > Dining Room > Flatware & Silverware,Wayfair,Flatware & Silverware,Shop Restaurant Spaces > Dining Room > Flatware & Silverware,3,,1,True,
Wayfair::Shop Restaurant Spaces > Lobby,Wayfair,Lobby,Shop Restaurant Spaces > Lobby,2,,4,False,
Wayfair::Shop Restaurant Spaces > Lobby > Lobby Furniture,Wayfair,Lobby Furniture,Shop Restaurant Spaces > Lobby > Lobby Furniture,3,,1,True,
Wayfair::Shop Restaurant Spaces > Lobby > Stanchions,Wayfair,Stanchions,Shop Restaurant Spaces > Lobby > Stanchions,3,,1,True,
Wayfair::Shop Restaurant Spaces > Lobby > Sneeze Guards,Wayfair,Sneeze Guards,Shop Restaurant Spaces > Lobby > Sneeze Guards,3,,1,True,
Wayfair::Shop Restaurant Spaces > Lobby > Business Signs & Sign Holders,Wayfair,Business Signs & Sign Holders,Shop Restaurant Spaces > Lobby > Business Signs & Sign Holders,3,,1,True,
Wayfair::Shop Restaurant Spaces > Outdoor Dining,Wayfair,Outdoor Dining,Shop Restaurant Spaces > Outdoor Dining,2,,5,False,
Wayfair::Shop Restaurant Spaces > Outdoor Dining > Patio and Space Heaters,Wayfair,Patio and Space Heaters,Shop Restaurant Spaces > Outdoor Dining > Patio and Space Heaters,3,,1,True,
Wayfair::Shop Restaurant Spaces > Outdoor Dining > Outdoor Restaurant Furniture,Wayfair,Outdoor Restaurant Furniture,Shop Restaurant Spaces > Outdoor Dining > Outdoor Restaurant Furniture,3,,1,True,
Wayfair::Shop Restaurant Spaces > Outdoor Dining > Outdoor Serving & Tableware,Wayfair,Outdoor Serving & Tableware,Shop Restaurant Spaces > Outdoor Dining > Outdoor Serving & Tableware,3,,1,True,
Wayfair::Shop Restaurant Spaces > Outdoor Dining > Outdoor Lighting,Wayfair,Outdoor Lighting,Shop Restaurant Spaces > Outdoor Dining > Outdoor Lighting,3,,1,True,
Wayfair::Shop Restaurant Spaces > Outdoor Dining > Outdoor Décor,Wayfair,Outdoor Décor,Shop Restaurant Spaces > Outdoor Dining > Outdoor Décor,3,,1,True,
Wayfair::Shop Hospitality Spaces,Wayfair,Shop Hospitality Spaces,Shop Hospitality Spaces,1,,19,False,
Wayfair::Shop Hospitality Spaces > Guest Room,Wayfair,Guest Room,Shop Hospitality Spaces > Guest Room,2,,4,False,
Wayfair::Shop Hospitality Spaces > Guest Room > Amenities,Wayfair,Amenities,Shop Hospitality Spaces > Guest Room > Amenities,3,,1,True,
Wayfair::Shop Hospitality Spaces > Guest Room > Guest Bedding,Wayfair,Guest Bedding,Shop Hospitality Spaces > Guest Room > Guest Bedding,3,,1,True,
Wayfair::Shop Hospitality Spaces > Guest Room > Guest Bathroom,Wayfair,Guest Bathroom,Shop Hospitality Spaces > Guest Room > Guest Bathroom,3,,1,True,
