Staples L2,L1,L2,L3,L4,category,product_id,product_name,price,url,vendor,selected_choice,description
,,,,,Restaurant Table   Chair Sets,CCTM6368,Contemporary 5-Piece Dining Table Set for 4 – Rectangular Space-Saving Kitchen Table with 4 Chairs – Perfect for Small Apartments or Breakfast Nooks – Vintage Color – MDF Tabletop,$186.99,https://www.wayfair.com/furniture/pdp/ebern-designs-contemporary-5-piece-dining-table-set-for-4-rectangular-space-saving-kitchen-table-with-4-chairs-perfect-for-small-apartments-or-breakfast-nooks-vintage-color-mdf-tabletop-cctm6368.html,Ebern Designs,null,"Modern 5 Piece Dining Table Sets – Perfect for Small SpacesUpgrade your kitchen or dining room with our versatile dining table and chairs sets, designed for style, comfort, and practicality. Choose from a 3-piece set for couples or a 5-piece set for families, both tailored for apartments, breakfast nooks, or cozy dining areas.Why Choose Us?Our dining room table and chair sets combine functionality, comfort, and durability, making them a smart choice for anyone seeking a modern and space-efficient solution. Enjoy hassle-easy assembly and dedicated customer support with every purchase."
,,,,,Restaurant Table   Chair Sets,W123094412,2 - Person Dining Table Sets With Round Table & 2 Upholstered Boucle Fabric Chairs,$450.00,https://www.wayfair.com/furniture/pdp/august-grove-2-person-dining-table-sets-with-round-table-2-upholstered-boucle-fabric-chairs-w123094412.html,August Grove®,null,"This 3-piece dining table set combines modern farmhouse style with a relaxed coastal touch, creating a welcoming spot for everyday meals, coffee, or casual game nights. The compact dining table features a smooth melamine laminate top and a metal hourglass pedestal base that provides balanced support and generous legroom. The set includes 1 dining table and 2 dining chairs, making it a practical choice for apartments, small dining areas, or cozy kitchen nooks. Each chair features a plastic rattan back and a boucle upholstered, foam-filled seat for added texture and comfort. Adjustable floor levelers and floor glides help keep the set stable while protecting your floors, while the wipe-clean surfaces make everyday maintenance easy. | I love the chairs, however I just noticed a flaw in fabric of one of them. Fereshteh Naderi . Santa Monica. Thu Jul 30 2026"
,,,,,Restaurant Table   Chair Sets,W121301412,French Vintage Ash Wood Table,"$3,799.99",https://www.wayfair.com/furniture/pdp/orren-ellis-french-vintage-ash-wood-table-w121301412.html?piid=808412728%2C808412734,Orren Ellis,"29.3"" H x 47.2"" W x 47.2"" D, 5 Pieces: Table, 4 Chairs","Elevate your dining space with this French vintage round table. Crafted with a solid ash wood frame, smooth rounded edges, and a heavy-duty stainless steel base."
,,,,,Restaurant Table   Chair Sets,W121314152,"Counter Height Dining Set with Built-in USB and Outlets, Classic White Wood Table with Storage Drawer and 3 Gray Stools",$969.99,https://www.wayfair.com/furniture/pdp/latitude-run-counter-height-dining-set-with-built-in-usb-and-outlets-classic-white-wood-table-with-storage-drawer-and-3-gray-stools-w121314152.html,Latitude Run®,null,"Bring heartfelt connection to your kitchen or dining nook with this 4-piece counter height set, where practical details meet a clean classic white finish. The rectangular table features a smooth drawer for stashing essentials, while integrated USB ports and power outlets let you charge devices right where you gather. Three sturdy stools with gray polyester upholstered seats invite casual meals and quiet mornings. Made from solid wood and engineered wood, the compact footprint fits smaller spaces without sacrificing function. Assembly required."
,,,,,Restaurant Table   Chair Sets,W121314240,"Extra-long counter height dining set with 3 stools, classic gray MDF and metal, 4-person rectangular pub table for small spaces",$489.99,https://www.wayfair.com/furniture/pdp/ebern-designs-extra-long-counter-height-dining-set-with-3-stools-classic-gray-mdf-and-metal-4-person-rectangular-pub-table-for-small-spaces-w121314240.html,Ebern Designs,null,"This 4-piece counter height dining set creates a warm, inviting space for shared meals and quiet moments. The extra-long rectangular table and three matching stools feature a classic gray finish over sturdy MDF panels and a steel frame. Built-in footrests on every piece add comfort, while the compact design lets you tuck stools neatly under the tabletop to save room. Ideal for apartments, studios, or cozy eat-in kitchens, it transforms everyday dining into a heartfelt experience."
,,,,,Restaurant Table   Chair Sets,W118421518,High-End Designer Dining Table,"$3,399.99",https://www.wayfair.com/furniture/pdp/orren-ellis-high-end-designer-dining-table-w118421518.html?piid=187387977,Orren Ellis,"29.52""H x 62.99""L x 27.55""W",Luxury Solid Wood Dining Table Stylish and Sophisticated Rectangular Desk
,,,,,Restaurant Table   Chair Sets,W115111546,Zadon,"$3,599.99",https://www.wayfair.com/furniture/pdp/hokku-designs-zadon-w115111546.html?piid=1711895065,Hokku Designs,"29.52""H x 70.86""L x 31.49""W",Upgrade your dining space with this ultra-durable 2.04in thick table featuring a 0.47in rock slab top on a 1.57in full-support solid wood base. Its arc-shaped legs with reinforced aprons prevent wobbling while rounded edges ensure safety and easy cleaning for everyday use.
,,,,,Restaurant Table   Chair Sets,W114387467,Kleiber,"$3,899.99",https://www.wayfair.com/furniture/pdp/george-oliver-kleiber-w114387467.html?piid=1788544792,George Oliver,"29.53""H x 53.15""L x 53.15""W","The sintered stone dining table is solid as a rock, with excellent impact resistance and wear-proof qualities that keep the tabletop flawless, making it an ideal choice for home dining."
,,,,,Restaurant Table   Chair Sets,W117750599,Simple and modern round dining table,"$4,999.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-simple-and-modern-round-dining-table-w117750599.html?piid=1183022374,Corrigan Studio®,"29.53""H x 59.06""L x 59.06""W","The circular design combines modern simplicity with French retro style, suitable for various home decoration styles."
,,,,,Restaurant Table   Chair Sets,W117848399,Retro creative dining table sets,"$3,799.99",https://www.wayfair.com/furniture/pdp/red-barrel-studio-retro-creative-dining-table-sets-w117848399.html?piid=2046167701%2C2046167721,Red Barrel Studio®,"29.53"" H x 70.87""L x 35.43""W, 7 Pieces: Table, 6 Chairs","This dining table features a retro creative design, adding a unique artistic atmosphere to your dining area and enhancing the overall taste of your living environment."
,,,,,Restaurant Table   Chair Sets,W114573621,Strausbaugh,"$2,699.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-strausbaugh-w114573621.html?piid=1455695791,Corrigan Studio®,"29.52""H x 62.99""L x 31.49""W","A set of rock plate dining tables and chairs in a retro and simple style. The desktop is made of high-quality rock plates, which are both durable and elegant. The solid wood frame ensures stability, while food-grade wood wax oil provides a safe and smooth surface. A waterproof, scratch-resistant and heat-resistant desktop is very suitable for busy families. The smooth edges enhance safety. When paired with comfortable chairs, it is an ideal choice for family meals and gatherings."
,,,,,Restaurant Table   Chair Sets,W114631949,Romford,"$3,259.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-romford-w114631949.html?piid=1871772935,Corrigan Studio®,"29.52""H x 55.11""L x 31.49""W","This modern minimalist dining table combines elements such as rock panels, solid wood and stainless steel, creating an atmosphere that is both luxurious and practical. Its high-quality rock panels tabletop features heat resistance, scratch resistance and easy cleaning properties. The stable solid wood and sturdy stainless steel legs ensure stability and durability. When paired with comfortable chairs, it is suitable for family dining and gatherings."
,,,,,Restaurant Table   Chair Sets,W114767513,Swanscombe,"$2,549.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-swanscombe-w114767513.html?piid=477552655,Corrigan Studio®,"29.5""H x 70.8""L x 35.4""W",Featuring a durable stone tabletop and multilayer solid wood support this table resists warping and scratches The carbon steel base adds strength and stability with a stylish geometric design
,,,,,Restaurant Table   Chair Sets,W114583343,Carrion,"$2,649.99",https://www.wayfair.com/furniture/pdp/george-oliver-carrion-w114583343.html?piid=888642657,George Oliver,"29.52""H x 55.11""L x 31.49""W","A vintage-style solid wood dining table, with its tabletop made of high-quality stone panels, features heat resistance, scratch resistance and easy zero-penetration cleaning properties. The double-layer base ensures unparalleled stability. The rounded edges guarantee safety. It is made of hard white ash wood and coated with an eco-friendly wax finish. When used in combination with comfortable chairs, it is highly suitable for intimate gatherings or family meals."
,,,,,Restaurant Table   Chair Sets,W120020620,Sale,$290.00,https://www.wayfair.com/furniture/pdp/breakwater-bay-amous-industrial-round-dining-table-with-upholstered-dining-chairs-kitchen-table-set-w120020620.html?piid=1813216678%2C1820201844%2C1820238896,null,null,null
,,,,,Restaurant Table   Chair Sets,W120097424,"Ameah Industrial Round Dining Room Set For 4, Wood Kitchen Table And Chairs With Curved Back Upholstered Seats",$350.00,https://www.wayfair.com/furniture/pdp/breakwater-bay-ameah-industrial-round-dining-room-set-for-4-wood-kitchen-table-and-chairs-with-curved-back-upholstered-seats-w120097424.html?piid=452048676%2C452048677%2C452048679,null,null,null
,,,,,Restaurant Table   Chair Sets,W120111229,"Amous 47"" Round Industrial Kitchen Dining Table Set With 32.8""H Dining Chair",$233.98,https://www.wayfair.com/furniture/pdp/breakwater-bay-amous-round-industrial-kitchen-dining-table-set-with-328h-dining-chair-w120111229.html?piid=654793964%2C654793965%2C654793967,null,null,null
,,,,,Restaurant Table   Chair Sets,W114583589,Ossett,"$3,949.99",https://www.wayfair.com/furniture/pdp/corrigan-studio-ossett-w114583589.html?piid=1592951369,Corrigan Studio®,"29.52""H x 35.43""L x 70.86""W","As one of the busiest pieces of furniture in a day, this dining table combines a creative modern design with a slate top, artificial multi - layer wood, and metal legs, using high - quality materials for both beauty and durability."
,,,,,Restaurant Table   Chair Sets,W122190882,"Space-Saving 5-Piece Dining Table Set – Rectangular Table with 4 Upholstered High-Back Chairs, Sturdy Metal Frame, Perfect for Apartments and Dining Rooms",$197.99,https://www.wayfair.com/furniture/pdp/red-barrel-studio-space-saving-5-piece-dining-table-set-rectangular-table-with-4-upholstered-high-back-chairs-sturdy-metal-frame-perfect-for-apartments-and-dining-rooms-w122190882.html,Red Barrel Studio®,null,"5 Piece Dining Table Set for 4 – vintage Industrial Style, Durable & Space-SavingUpgrade your dining experience with this versatile 5-piece dining set, perfect for apartments, condos, and compact kitchens. Featuring a rectangular wooden MDF tabletop with a realistic wood grain finish and a sturdy powder-coated metal frame, this set brings both industrial charm and practicality to your home.Dimensions: Table: 43.3''L x 27.6''W x 30.2''H; Chair: 15.6''L x 15''W x 35.8''H. Materials: MDF, metal, and PU leather. Includes all tools and clear instructions for quick, hassle-complimentary assembly.Create a welcoming, comfortable, and space-efficient dining area—ideal for small spaces and busy households."
